epoch,Loss,Loss_kld,MSE,val_MSE,val_hd,val_iou
47,0.002011235902318731,4.1184270461400364e-05,0.001970051636453718,0.005113349660823664,29.937172412118063,0.443769111983766
48,0.0019848551639976603,4.1182523727417e-05,0.0019436726521234958,0.005207708225846536,30.158527026935843,0.45267131234997077
49,0.001996573871777703,4.0915625572204576e-05,0.0019556582536703598,0.004859296979513901,29.20514850265881,0.45301068487658963
50,0.0019185785592223208,4.0918717463811245e-05,0.0018776598464076719,0.00492470155186719,29.071576297436074,0.4817532997781147
51,0.0019101007007217656,4.09739580154419e-05,0.001869126750777165,0.00491685059423683,29.097942096552213,0.468172674043939
52,0.0018659383737637352,4.107525746027628e-05,0.0018248631269671023,0.004771767019856932,28.649192255665646,0.468215312473811
53,0.0018492415586176018,4.069952682654065e-05,0.0018085420325708887,0.005082088680508732,29.69227735598931,0.4528762191427876
54,0.001822260379170378,4.047514208157857e-05,0.001781785232014954,0.004631950144275352,28.32062000436418,0.47364860275760146
55,0.0018055358804607144,4.033768888314565e-05,0.0017651982003978144,0.0046850828091228106,28.25976397189558,0.4646222173544998
56,0.0017845545410333822,4.0529992063840234e-05,0.0017440245428588241,0.004912249920767185,29.15175402327236,0.44902943584496924
57,0.001766300453649213,4.018583408991496e-05,0.0017261146082698058,0.004775954485547164,28.50751334899395,0.4710687655702123
58,0.0017636624339502304,3.992745169003807e-05,0.0017237349840191504,0.00471059617413861,28.134468841940066,0.4844547542184106
59,0.0017451224635199954,4.019220546881359e-05,0.0017049302618640165,0.004614757071144404,27.93887929771327,0.47467059252293703
60,0.001720157872963076,4.004240107536317e-05,0.00168011548036399,0.004497898362851432,27.509415049211842,0.4867389827892924
61,0.0017021839468119046,4.0299521724383044e-05,0.0016618844296317548,0.004559427306484631,27.77028550940655,0.48927937329721216
62,0.0016799028167345871,4.015974942843119e-05,0.0016397430755508444,0.004445284421887754,27.281869993439553,0.49811185363993987
63,0.0017048014580116919,3.919248696168265e-05,0.0016656089709916463,0.004714508266203542,27.77824958925806,0.5023904266933593
64,0.0016732574440538883,3.927675735950471e-05,0.0016339806839823722,0.004611802571771451,27.660379366959393,0.48368199635773423
65,0.00163898171352533,3.969525651137038e-05,0.0015992864617146551,0.0044044474241486985,27.144460667114537,0.4795466489618355
66,0.0016481687198393047,3.9498115499814343e-05,0.0016086706096151222,0.004226045776651355,26.328176713156466,0.509857646549469
67,0.0016371708557320138,3.8948842684427894e-05,0.0015982220221000413,0.0043867034295427985,26.529719856775746,0.5038120677423109
68,0.0016097713048414638,3.931745382150014e-05,0.0015704538517942032,0.004230330415278287,26.466494391285206,0.4884514716444486
69,0.00156558821327053,3.940030717849731e-05,0.0015261879093789806,0.00436862934048775,26.813458230404283,0.5007657539397119
70,0.0015559288188039015,3.984825706481934e-05,0.0015160805642760048,0.004188825164693125,26.393084417493306,0.5033464705281021
71,0.001576163355881969,3.9142241597175594e-05,0.001537021117595335,0.004298757286932609,26.449172179207554,0.5027159965893687
72,0.0015446794820794215,3.964290960629781e-05,0.0015050365802987168,0.004149969146565725,26.2735765698052,0.4984043069153298
73,0.0015097872955569377,3.935692230860393e-05,0.0014704303738350669,0.00420579420379609,26.161668422499073,0.5016660548360166
74,0.0014933012193068863,3.9690443913141897e-05,0.0014536107754490027,0.004245780025059228,26.330998522485338,0.4960929400603388
75,0.0014999815728515386,3.922478719552357e-05,0.0014607567786394308,0.004020279376784158,25.448660974763275,0.5128345223529286
76,0.0014793350206067164,3.945623513062793e-05,0.0014398787927348167,0.004102043747499368,25.67324261417292,0.5227392659383674
77,0.0014629898980880777,3.935376167297363e-05,0.00142363613898245,0.00401231484450022,25.26640750256309,0.5163047453447039
78,0.0014574736376137783,3.8939119497934986e-05,0.001418534528541689,0.004045027270922539,25.479093108906483,0.518985260614419
79,0.0014560317135571192,3.9241269985834754e-05,0.0014167904504574836,0.0038931671287515627,24.864615493584676,0.5208267693977379
80,0.0014373664026303837,3.8927686572074904e-05,0.0013984387177818766,0.003948205618253753,25.198447023852857,0.5192049781019598
81,0.0014170749501014749,3.884593931833904e-05,0.0013782290101516993,0.0039758860971768,25.463848523363268,0.5095137298222473
82,0.0014237950497772544,3.91192065080007e-05,0.0013846758481425544,0.003945682071348406,25.335648673552992,0.5118778117809324
83,0.001405644096666947,3.906593787670134e-05,0.0013665781589224935,0.003984199546506618,25.21534287513944,0.5246901379924901
84,0.001410504257849728,3.851178356011709e-05,0.001371992474499469,0.00391299523391473,24.805516000343683,0.5301295347408933
85,0.0013715910143218934,3.883931922912599e-05,0.0013327516964636744,0.0038790785067112418,25.042122612683183,0.5215138515180994
86,0.00139494474666814,3.897036659717561e-05,0.0013559743820223957,0.004028225606562815,25.21323973413466,0.525060211220715
87,0.0013879917018736402,3.873435771465302e-05,0.001349257347950091,0.004026683324659512,25.10668047323913,0.5235523006881667
88,0.0013470168710531046,3.881068233648935e-05,0.0013082061933043102,0.0038016751872689287,24.668225403517248,0.5285307759896857
89,0.0013364347784469526,3.8766026099522914e-05,0.0012976687517948448,0.0037765551157422474,24.68765679275603,0.5135849076507337
90,0.001336483925115317,3.881123435497284e-05,0.001297672694393744,0.0037476158143795223,24.15923395100223,0.5359112809041547
91,0.0013237599118535097,3.869913363456727e-05,0.001285060780355707,0.003853944179531596,24.889496488108524,0.5153906427820963
92,0.0013294258979537213,3.8840507070223505e-05,0.0012905853907189643,0.0038093539467010814,24.7572405261241,0.5191600974434014
93,0.0013046403279683243,3.8747739553451546e-05,0.001265892586282765,0.003999559467782789,24.602507251150882,0.5355795180613624
94,0.0012888043323376526,3.871069816748301e-05,0.0012500936398282647,0.003707276582349485,23.959363922280513,0.5399806507529772
95,0.0012720224583366265,3.8871537248293556e-05,0.0012331509138069426,0.003683262148899292,23.988441956316695,0.5477309544941005
96,0.0012804497411707417,3.8851699312527995e-05,0.00124159804933394,0.003812831380201223,24.766525430493214,0.5203616798308137
97,0.001267534364402915,3.865669878323873e-05,0.0012288776662899182,0.0038106187955224136,24.264683146148567,0.5458931884427443
98,0.001253004892108341,3.876127533117931e-05,0.0012142436084104703,0.003702574740495187,24.025401113320665,0.5284996083822379
99,0.0012578724359627812,3.8401228706041986e-05,0.0012194712141839167,0.003830244485659395,24.57720157723811,0.5395850665031411
100,0.001225342294977357,3.878725528717041e-05,0.0011865550390211866,0.003955499351804972,24.743450755774003,0.5375579782788509
101,0.0011914324675065776,3.886853496233624e-05,0.0011525639284324521,0.0036415894498849715,23.781636221628332,0.5472024004363293
102,0.0012067410949384793,3.8657787919044496e-05,0.0011680833073720958,0.0036255280083475915,23.702556433754623,0.5412401728917643
103,0.0011925709074906384,3.892525955041249e-05,0.001153645650871719,0.0036227275079185836,23.9452323779925,0.538947059199858
104,0.0011715959223996227,3.889922281106313e-05,0.0011326967040076851,0.003477090656113213,23.39187347809825,0.5362867361766567
105,0.0011798709640667463,3.8595267812411e-05,0.0011412757041398436,0.0034757322969541735,23.41932160569506,0.5388889277935244
106,0.00116735969883545,3.866753621896109e-05,0.001128692168276757,0.0035310110531457835,23.30542090335627,0.5488345208969022
107,0.001172341048368253,3.906273961067201e-05,0.0011332783101048942,0.003623488312699518,23.980667397664252,0.5262432935174186
108,0.001161628364934586,3.8815809528032946e-05,0.0011228125590908651,0.0035514547245545634,23.588083751823298,0.5426936451016098
109,0.0011421004358756666,3.898262147108714e-05,0.001103117808816023,0.0034975808038088772,23.462332873139108,0.5348633773140004
110,0.0011371605602713923,3.8823661565780643e-05,0.0010983369022142142,0.0034292495363488548,23.06933982708229,0.5389141692969673
111,0.0011323790745033572,3.898454276720683e-05,0.0010933945362921805,0.0036465459900903523,23.49009610961024,0.5566330282801368
112,0.0011237849326183398,3.923594395319621e-05,0.0010845489935794224,0.0036072781934640727,23.83188440382302,0.5380242459095554
113,0.0011146026954520494,3.8820281346639004e-05,0.0010757824124690766,0.003474323703120222,23.190767366822477,0.5415910604641068
114,0.0011169592161119604,3.908590209484102e-05,0.0010778733160501967,0.0036867916207297584,23.55817407374145,0.5531713885277292
115,0.0011194835698309666,3.856077106793721e-05,0.001080922800853538,0.003448316648410399,23.02130768924452,0.5457014995846808
116,0.0011284746705011153,3.87340041001638e-05,0.0010897406638832763,0.0036995565683078948,23.983126997376633,0.5423330793661326
117,0.0011150499747600406,3.866413247585297e-05,0.0010763858444988728,0.003564523755817351,23.355191537366792,0.5493517742761967
118,0.0010983680937594424,3.8916020115216585e-05,0.0010594520737261823,0.003568587249235329,23.589248889364526,0.5532519516503458
119,0.0010785766498884186,3.9084700266520186e-05,0.0010394919489044696,0.003655739028873134,23.65303666954387,0.5439226139078223
120,0.001073297550707745,3.889852094650269e-05,0.0010343990327479939,0.0035151195268966063,23.181405599690954,0.54101001875987
121,0.001091366011921006,3.9373004794120786e-05,0.001051993010332808,0.0034198101280680216,23.183898140377483,0.542611182198951
122,0.0010701224101164067,3.906015368302664e-05,0.001031062258213448,0.003516040290205939,23.344793411418777,0.5440758216242504
123,0.0010762782612194618,3.9226256966590876e-05,0.001037052008905448,0.003713625770058047,23.4356490427162,0.5621834894814561
124,0.0010786280094180257,3.890218083063762e-05,0.0010397258292262753,0.0036299811619151814,23.343346557524058,0.5598559547831532
125,0.0010879067674977704,3.905164583524068e-05,0.0010488551207041988,0.003468937538063677,23.125290230126854,0.5451348429257712
126,0.001084315533322903,3.88309493859609e-05,0.0010454845828159402,0.0035425073617019395,23.279861966462697,0.545083452814062
127,0.0010599548753816635,3.895805780092874e-05,0.0010209968187458193,0.003440055909729891,23.158429944985745,0.5546656508723381
128,0.0010299129372773072,3.9247008403142276e-05,0.000990665930051667,0.0034081502944050958,22.695119974947644,0.5599621031190514
129,0.0010240061586955563,3.9114211281140646e-05,0.0009848919473976518,0.003395335317103226,22.56709567297038,0.56608061974347
130,0.001048855267193479,3.9563000202178966e-05,0.001009292264158527,0.0033138060237801843,22.513135158729042,0.5578910150197376
131,0.0010170102682119857,3.9186953981717414e-05,0.0009778233089794716,0.0033919628880337512,22.68152189884244,0.5631115280783061
132,0.0010179469410407668,3.911442263921103e-05,0.000978832520195283,0.0035229195539018677,23.07458298296715,0.5632599761841812
133,0.0010215957959493,3.919924553235372e-05,0.0009823965481094395,0.0035612455103204697,23.353448213533653,0.5546121222700495
134,0.001010825270592856,3.919973206520082e-05,0.000971625541569665,0.0034262229487658277,22.6323312966502,0.5554432555459747
135,0.0010089338630981123,3.91745345989863e-05,0.0009697593253804371,0.003546917497678288,22.809532903184085,0.5630005581239922
136,0.0009997977642342449,3.926572708288829e-05,0.0009605320325742165,0.003332859958199807,22.52738483150411,0.554757191099666
137,0.0010032870428403839,3.932252244154612e-05,0.0009639645208759855,0.0033514746108090454,22.723725415673954,0.5566591399116663
138,0.0009996378707000987,3.9374155044555664e-05,0.0009602637166002144,0.003426811928284568,22.675128090656276,0.5632711017057231
139,0.0010032200089578206,3.934757475058237e-05,0.0009638724334460373,0.003428899426269919,22.68989541495991,0.5565919749477948
140,0.0010148367281847944,3.907836103439332e-05,0.0009757583708657572,0.0034983505516908396,22.76589171403878,0.5633729952149401
141,0.0009754737800297638,3.9494010607401525e-05,0.0009359797705352928,0.0035031341774233614,22.97554183342994,0.5596859732566096
142,0.000981859618332237,3.931211781501771e-05,0.0009425475038976098,0.0034560028828686954,22.805011524989446,0.5533181020694782
143,0.0009810696491816392,3.9583053708076476e-05,0.0009414865945776304,0.003627219780773842,23.641815509895554,0.5432989723209549
144,0.0009825775516219438,3.911804095904034e-05,0.0009434595102599512,0.003572082539531876,23.299774480473246,0.5532848144439225
145,0.000983835799464335,3.960496830940247e-05,0.0009442308287058647,0.003500270841663047,23.095947345217645,0.5588448404768267
146,0.000991542487948512,3.938069601853689e-05,0.0009521617883971582,0.0035345541683553887,22.983468801817825,0.5567371636723434
147,0.0009749423169220487,3.96346340974172e-05,0.0009353076845097045,0.003545525079165609,23.07985451439638,0.5483811981400839
148,0.000965683256314757,3.9309949636459346e-05,0.0009263733091453712,0.0035065888661433274,22.814694985666975,0.5561411811986142
149,0.0009544687714272489,3.9673915743827825e-05,0.0009147948536944265,0.0035736949820271125,23.178791642703537,0.563753170312529
150,0.0009424046302835147,3.948996984958647e-05,0.0009029146623409664,0.003505815548558489,22.795725415478486,0.5643474550976735
151,0.0009258373087504878,3.951552200317384e-05,0.0008863217886149262,0.0035051450577299453,23.270845635200438,0.5467505506275396
152,0.0009189173947864522,3.9548431555430106e-05,0.0008793689630692825,0.003562985053421339,23.157224140472003,0.556004225520695
153,0.000914040845236741,4.00198580423991e-05,0.0008740209838530669,0.003519845593073238,22.84296682345758,0.5597805320558883
