epoch,loss,iou,dice,val_loss,val_iou,val_dice
0,0.06962595,0.4690955753675489,0.5633069776720165,0.071935125,0.6595351440923721,0.7571977086786956
1,0.05281623,0.6939146990969799,0.7811760643550327,0.049062528,0.7253486350722117,0.8060785526374601
2,0.049224485,0.7382886665782001,0.8156226487954459,0.043564312,0.7522692956812896,0.8312949962211107
3,0.041726403,0.7617788387356477,0.8345590027741019,0.03842477,0.7741782007480736,0.8465165952466569
4,0.03361819,0.7823955915813114,0.85118980776696,0.034001306,0.7923674544360342,0.8622729653457423
5,0.036771107,0.8000419694754843,0.8652961831433436,0.03039738,0.8129973763235285,0.8780195638818563
6,0.026371151,0.8143147788525658,0.8766703346229735,0.028861593,0.821557743925438,0.883970784016375
7,0.026033837,0.8317477438295765,0.8893955122573032,0.025276912,0.8360565045621291,0.8935881344777232
8,0.02147501,0.841454733427086,0.8968384231839855,0.023518153,0.846205586479813,0.9012599308535741
9,0.019004067,0.8512882365588899,0.9041484559433797,0.0225947,0.842694679302069,0.8956858733914934
10,0.023523768,0.8611800362983933,0.9120322507052185,0.021153243,0.8609529147245943,0.9124075684907302
11,0.016104516,0.8668742844874235,0.9158250088067285,0.019125829,0.8683440563627073,0.9167535888698863
12,0.017677179,0.8727795699293568,0.9200393940153572,0.019418305,0.8693137718172265,0.9190398936001763
13,0.019267993,0.8790106774225378,0.9250110478060593,0.018877963,0.8756812142262514,0.9237532700007816
14,0.02154347,0.8784195563876223,0.9243486634322577,0.020667924,0.8556252795386952,0.9069626636100264
15,0.016595645,0.8841878078847468,0.928403861494291,0.019680193,0.8551770222118973,0.9032331220383918
16,0.018647654,0.8885629117275305,0.9314673062165575,0.016279412,0.8867634970478795,0.9308877109356645
17,0.016034158,0.8926035950595834,0.9348624913465406,0.016460763,0.8886110013833025,0.9322800644163816
18,0.015452921,0.8938973488092876,0.9352060409103123,0.015953733,0.8878915051872079,0.9307033158698177
19,0.01743779,0.8946068477864869,0.9359007535378139,0.01534883,0.8932688520837613,0.9358286225570821
