epoch,loss,iou,dice,val_loss,val_iou,val_dice
0,0.007598919,0.9372700837739848,0.9625949674369021,0.008152807,0.9258866421937372,0.9551244381432222
1,0.008116427,0.9384673711230608,0.96323924070233,0.00801911,0.9257349549606196,0.954878082787879
2,0.009297398,0.9384359342546129,0.9632953103439352,0.0077760178,0.9279894359277501,0.9564912523064659
3,0.007939238,0.9384680319873159,0.9633009043098065,0.008309886,0.925016498324339,0.954594194889069
4,0.007515975,0.9388912244772347,0.9635526103312981,0.00783545,0.9271615632592329,0.9558143030817262
5,0.007268283,0.9383790952341986,0.9632894499201173,0.0077518215,0.9275343261812116,0.95604899141276
6,0.0064191516,0.9391304518574194,0.963784140348435,0.0077527156,0.9287665622706911,0.9572861013011402
7,0.007646987,0.9393233049539156,0.9639941485275126,0.007669896,0.9288835148208919,0.9572012325313607
8,0.008660108,0.9361735889526004,0.9617207674912998,0.008588586,0.9234115467079103,0.9536181113430274
9,0.0078608515,0.9388164229473112,0.9635459351987351,0.007698477,0.9280236683494091,0.9562802254596602
10,0.008556638,0.9400929557478455,0.9642203049480639,0.0075646685,0.9298177393745636,0.9576353034126421
11,0.006217037,0.9401273697966273,0.9641391871680683,0.0076212445,0.9286009297730863,0.9569403738619008
12,0.0070253755,0.9405337339266359,0.9647362133706676,0.007519863,0.929945249830762,0.9576992189772772
13,0.008023863,0.9417456801037282,0.9655207428853844,0.0074739032,0.9305974891324693,0.9582622689621467
14,0.009091567,0.9410223111167796,0.9649933808286423,0.0076235007,0.9297862375911821,0.9576581692027154
15,0.0081834225,0.9417808751805459,0.9656513470439276,0.007506582,0.929993443899055,0.9580345092532787
16,0.007952776,0.9411573950754022,0.9650491507120544,0.007625227,0.9294669837915762,0.9571451701850536
17,0.008859597,0.9409147459086152,0.9647475048130102,0.00746349,0.9302192821654914,0.9578248866250579
18,0.00645038,0.9420653282223778,0.9656535301130145,0.00753801,0.9299066624329577,0.9573575793025649
19,0.007691754,0.9416297608750257,0.9653414202967725,0.0075448137,0.9290109186722116,0.9573870631021876
20,0.007865091,0.9423073570740096,0.9657947767508419,0.0075410707,0.9298758348463666,0.9576727246569693
21,0.006797918,0.941885362427957,0.9655282073737312,0.007440596,0.9306342055744358,0.9581635039543438
22,0.008306276,0.9418774194407162,0.9652690209413359,0.0074835895,0.930239699884086,0.9582490248100778
23,0.005980105,0.9415136097503594,0.9652004126371905,0.00729441,0.9317039205100457,0.9590496911066716
24,0.0065887948,0.9430066620840744,0.9662450354423885,0.007270232,0.931721056745152,0.9588923645910815
25,0.0068923905,0.9433040012689062,0.9662812593957064,0.007379922,0.9313278829660007,0.9585733229868882
26,0.008488864,0.9427719896897885,0.9659335314667841,0.0075515634,0.9287349171506815,0.9568066741818584
27,0.008394253,0.9421709744042218,0.9654795580066992,0.00724133,0.931729395298182,0.9588573421273273
28,0.0065128137,0.9433449696307242,0.9663925060923674,0.0072755064,0.9322811280112661,0.9595947791482798
29,0.007945838,0.9420413050423366,0.9655993841063821,0.007292604,0.9321048476267837,0.9590920937395541
30,0.0063921874,0.9436545102940932,0.9665129950068925,0.0070944224,0.9327588391920382,0.9596490726292688
31,0.006427486,0.9446822092142226,0.9673110662491662,0.00710423,0.9325083635768099,0.9593071444012297
32,0.007979546,0.9444662412916036,0.9672453371291985,0.0071368674,0.932940119933027,0.9597055420697295
33,0.0057881735,0.9446747045005214,0.9672999425673154,0.0071384693,0.9331529884406288,0.9599772453308107
34,0.008747115,0.9444489340380389,0.9671022128611096,0.0071839523,0.9323342304833314,0.959183411954719
35,0.0071528438,0.943853213886736,0.9666319332212346,0.007182926,0.9330775593828865,0.9598878936232805
36,0.0073903315,0.9448451149044115,0.9673237313686955,0.0071277544,0.9320887688517705,0.9589420776500882
37,0.0063442057,0.9445775011815623,0.9669966812424817,0.00719889,0.9320991305704132,0.9590951832655438
38,0.006391694,0.9451264456302796,0.9675880438285258,0.0071997684,0.9328918913872548,0.9595708950657714
39,0.0069895927,0.9452058605541128,0.9676760747399133,0.007145016,0.9329462579622456,0.9596526668450543
40,0.0060513876,0.9451049445765531,0.967431003275053,0.0071907644,0.9329204353301692,0.9596272851819189
41,0.0061093257,0.945759218784254,0.9679786333735562,0.007033615,0.9337509833595546,0.9602984709160355
42,0.0063133105,0.9461429080470752,0.9682458277879197,0.007044494,0.9329649879932259,0.9596383149378764
43,0.004964795,0.9417674073251773,0.9651165932556837,0.0071936497,0.9311023623458863,0.9581230830923418
44,0.005879854,0.9457931603378917,0.9679254338495049,0.0069016768,0.9346369473064552,0.9608239158291685
45,0.00838501,0.945655963914799,0.9677886668225407,0.0069035,0.9346365325302529,0.9609065137176872
46,0.007603948,0.9461512868647486,0.9680700823734624,0.006976846,0.9332339538894101,0.9595262856126946
47,0.0058039846,0.9466894556462181,0.968528122409409,0.0068496396,0.9346605263824239,0.9606645020369057
48,0.0053966455,0.9469049866922014,0.9687159490417429,0.0068231374,0.9346368723302757,0.9605776869248008
49,0.0058686505,0.9461918711215136,0.9679523315787885,0.0069489693,0.9341551456884166,0.9604038624005894
50,0.006010551,0.9470194396468435,0.968803817733353,0.0068441983,0.9342390430753986,0.9603013037521152
51,0.0070701465,0.9462266221260819,0.9683638963620987,0.0069665816,0.933556032945651,0.96016723173801
52,0.006098997,0.9465153933650753,0.9683873765065636,0.0069525396,0.9346550958234721,0.9606463764315449
53,0.005172994,0.9476882542563012,0.9691536849933051,0.0068454877,0.9345847677995142,0.9607378683357601
54,0.0065393182,0.9477631400305817,0.9691715165762834,0.006774388,0.9346334719224493,0.9605859404412384
55,0.005820206,0.946659880974164,0.9684665650828914,0.0070494846,0.9328758724704815,0.9593694855119581
56,0.005888365,0.9466242133013871,0.9685504872194486,0.0068750796,0.9340013398165531,0.9601477707657856
57,0.0075282925,0.9475485252404444,0.968955159299251,0.0069174133,0.9337739634583454,0.9599774956703183
58,0.00641107,0.9471348513258118,0.9688328266143795,0.00681942,0.9355481164024809,0.9613876107697175
59,0.0055434764,0.9477088226260695,0.9691250803884768,0.0068975776,0.9344325165185516,0.9607843020251978
60,0.006525168,0.9481169131107839,0.9694672788532686,0.006792856,0.9347811648542433,0.9605821630665077
61,0.006158789,0.9480940499623807,0.9693718387767185,0.006756291,0.9352799454627839,0.9610151024622339
